"year","approval_date","brand_name","active_ingredient","application_number","application_type","analysis_category","chart_category","nme_type1_confirmed","sponsor_name","route","dosage_form","review_designation","accelerated_approval","breakthrough_therapy","fast_track","orphan_drug","abbreviated_indication","approved_use","indication","indication_source","pharm_class_moa","pharm_class_epc","match_score","match_reason","validation_status","fda_source_url","comments","sponsor_name_source","route_source"
"2018","2018-10-01","Seysara","sarecycline","NDA209521","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Allergan","Oral","Tablet","Standard","No","No","No","No","","SEYSARA (sarecycline) tablet, is indicated for the treatment of inflammatory lesions of non-nodular moderate to severe acne vulgaris in patients 9 years of age and older. Limitations of Use: Efficacy of SEYSARA beyond 12 weeks and safety beyond 12 months have not been established. SEYSARA has not been evaluated in the treatment of infections. To reduce the development of drug-resistant bacteria as well as to maintain the effectiveness of other antibacterial drugs, SEYSARA should be used only as indicated.","SEYSARA (sarecycline) tablet, is indicated for the treatment of inflammatory lesions of non-nodular moderate to severe acne vulgaris in patients 9 years of age and older. Limitations of Use: Efficacy of SEYSARA beyond 12 weeks and safety beyond 12 months have not been established. SEYSARA has not been evaluated in the treatment of infections. To reduce the development of drug-resistant bacteria as well as to maintain the effectiveness of other antibacterial drugs, SEYSARA should be used only as indicated.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Allergan","Oral"
"2018","2018-10-02","Nuzyra","omadacycline","NDA209816","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Paratek Pharmacueticals","Oral","Tablet","Priority","No","No","Yes","No","","NUZYRA is indicated for the treatment of adult patients with community-acquired bacterial pneumonia (CABP) caused by the following susceptible microorganisms: Streptococcus pneumoniae, Staphylococcus aureus (methicillin-susceptible isolates), Haemophilus influenzae, Haemophilus parainfluenzae, Klebsiella pneumoniae, Legionella pneumophila, Mycoplasma pneumoniae, and Chlamydophila pneumoniae. NUZYRA is indicated for the treatment of adult patients with acute bacterial skin and skin structure infections (ABSSSI) caused by the following susceptible microorganisms: Staphylococcus aureus (methicillin-susceptible and -resistant isolates), Staphylococcus lugdunensis, Streptococcus pyogenes, Streptococcus anginosus grp. (includes S. anginosus, S. intermedius, and S. constellatus), Enterococcus faecalis, Enterobacter cloacae, and Klebsiella pneumoniae. Usage: To reduce the development of drug-resistant bacteria and maintain the effectiveness of NUZYRA and other antibacterial drugs, NUZYRA should be used only to treat or prevent infections that are proven or strongly suspected to be caused by susceptible bacteria. When culture and susceptibility information are available, they should be considered in selecting or modifying antibacterial therapy. In the absence of such data, local epidemiology and susceptibility patterns may contribute to the empiric selection of therapy.","NUZYRA is indicated for the treatment of adult patients with community-acquired bacterial pneumonia (CABP) caused by the following susceptible microorganisms: Streptococcus pneumoniae, Staphylococcus aureus (methicillin-susceptible isolates), Haemophilus influenzae, Haemophilus parainfluenzae, Klebsiella pneumoniae, Legionella pneumophila, Mycoplasma pneumoniae, and Chlamydophila pneumoniae. NUZYRA is indicated for the treatment of adult patients with acute bacterial skin and skin structure infections (ABSSSI) caused by the following susceptible microorganisms: Staphylococcus aureus (methicillin-susceptible and -resistant isolates), Staphylococcus lugdunensis, Streptococcus pyogenes, Streptococcus anginosus grp. (includes S. anginosus, S. intermedius, and S. constellatus), Enterococcus faecalis, Enterobacter cloacae, and Klebsiella pneumoniae. Usage: To reduce the development of drug-resistant bacteria and maintain the effectiveness of NUZYRA and other antibacterial drugs, NUZYRA should be used only to treat or prevent infections that are proven or strongly suspected to be caused by susceptible bacteria. When culture and susceptibility information are available, they should be considered in selecting or modifying antibacterial therapy. In the absence of such data, local epidemiology and susceptibility patterns may contribute to the empiric selection of therapy.","FDA compilation: Approved Use(s)","","Tetracycline-class Antibacterial [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Paratek Pharmacueticals","Oral"
"2018","2018-10-05","Revcovi","elapegademase-lvlr","BLA761092","BLA novel biologic","BLA novel biologic","Biologic (BLA)","","Leadiant Biosciences","Injection","Injectable","Priority","No","No","Yes","Yes","","REVCOVI is indicated for the treatment of adenosine deaminase severe combined immune deficiency (ADA-SCID) in pediatric and adult patients.","REVCOVI is indicated for the treatment of adenosine deaminase severe combined immune deficiency (ADA-SCID) in pediatric and adult patients.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Leadiant Biosciences","Injection"
"2018","2018-10-05","Tegsedi","inotersen","NDA211172","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Ionis Pharmaceuticals","Subcutaneous","Solution","Priority","No","No","Yes","Yes","","TEGSEDI is indicated for the treatment of the polyneuropathy of hereditary transthyretin-mediated amyloidosis in adults.","TEGSEDI is indicated for the treatment of the polyneuropathy of hereditary transthyretin-mediated amyloidosis in adults.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Ionis Pharmaceuticals","Subcutaneous"
"2018","2018-10-16","Talzenna","talazoparib","NDA211651","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Pfizer","Oral","Capsule","Priority","No","No","No","No","","TALZENNA is indicated for the treatment of adult patients with deleterious or suspected deleterious germline breast cancer susceptibility gene (BRCA)-mutated (gBRCAm) human epidermal growth factor receptor 2 (HER2)-negative locally advanced or metastatic breast cancer. Select patients for therapy based on an FDA-approved companion diagnostic for TALZENNA.","TALZENNA is indicated for the treatment of adult patients with deleterious or suspected deleterious germline breast cancer susceptibility gene (BRCA)-mutated (gBRCAm) human epidermal growth factor receptor 2 (HER2)-negative locally advanced or metastatic breast cancer. Select patients for therapy based on an FDA-approved companion diagnostic for TALZENNA.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Pfizer","Oral"
"2018","2018-10-24","Xofluza","baloxavir marboxil","NDA210854","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Shionogi","Oral","Tablet","Priority","No","No","No","No","","XOFLUZA is indicated for the treatment of acute uncomplicated influenza in patients 12 years of age and older who have been symptomatic for no more than 48 hours. Limitations of Use: Influenza viruses change over time, and factors such as the virus type or subtype, emergence of resistance, or changes in viral virulence could diminish the clinical benefit of antiviral drugs. Consider available information on drug susceptibility patterns for circulating influenza virus strains when deciding whether to use XOFLUZA.","XOFLUZA is indicated for the treatment of acute uncomplicated influenza in patients 12 years of age and older who have been symptomatic for no more than 48 hours. Limitations of Use: Influenza viruses change over time, and factors such as the virus type or subtype, emergence of resistance, or changes in viral virulence could diminish the clinical benefit of antiviral drugs. Consider available information on drug susceptibility patterns for circulating influenza virus strains when deciding whether to use XOFLUZA.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Shionogi","Oral"
"2018","2018-11-02","Lorbrena","lorlatinib","NDA210868","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Pfizer","Oral","Tablet","Priority","Yes","Yes","No","Yes","","LORBRENA is indicated for the treatment of patients with anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer (NSCLC) whose disease has progressed on_x000D_ - crizotinib and at least one other ALK inhibitor for metastatic disease; or_x000D_ - alectinib as the first ALK inhibitor therapy for metastatic disease; or_x000D_ - ceritinib as the first ALK inhibitor therapy for metastatic disease._x000D_ This indication is approved under accelerated approval based on tumor response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial.","LORBRENA is indicated for the treatment of patients with anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer (NSCLC) whose disease has progressed on_x000D_ - crizotinib and at least one other ALK inhibitor for metastatic disease; or_x000D_ - alectinib as the first ALK inhibitor therapy for metastatic disease; or_x000D_ - ceritinib as the first ALK inhibitor therapy for metastatic disease._x000D_ This indication is approved under accelerated approval based on tumor response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial.","FDA compilation: Approved Use(s)","Breast Cancer Resistance Protein Inhibitors [MoA]; Cytochrome P450 2B6 Inducers [MoA]; Cytochrome P450 3A Inducers [MoA]; Kinase Inhibitors [MoA]; Multidrug and Toxin Extrusion Transporter 1 Inhibitors [MoA]; Organic Anion Transporter 3 Inhibitors [MoA]; Organic Cation Transporter 1 Inhibitors [MoA]; P-Glycoprotein Inducers [MoA]","Kinase Inhibitor [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Pfizer","Oral"
"2018","2018-11-09","Yupelri","revefenacin","NDA210598","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Theravance Biopharma","Inhalation","Solution","Standard","No","No","No","No","","YUPELRI (revefenacin) inhalation solution is indicated for the maintenance treatment of patients with chronic obstructive pulmonary disease (COPD).","YUPELRI (revefenacin) inhalation solution is indicated for the maintenance treatment of patients with chronic obstructive pulmonary disease (COPD).","FDA compilation: Approved Use(s)","Cholinergic Antagonists [MoA]","Anticholinergic [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Theravance Biopharma","Inhalation"
"2018","2018-11-16","Aemcolo","rifamycin","NDA210910","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Cosmo Technologies","Oral","Tablet, Delayed Release","Priority","No","No","Yes","No","","AEMCOLO is indicated for the treatment of travelers’ diarrhea (TD) caused by non-invasive strains of Escherichia coli in adults. Limitations of Use: AEMCOLO is not indicated in patients with diarrhea complicated by fever or bloody stool or due to pathogens other than noninvasive strains of Escherichia coli. Usage: To reduce the development of drug-resistant bacteria and maintain the effectiveness of AEMCOLO and other antibacterial drugs, AEMCOLO should be used only to treat or prevent infections that are proven or strongly suspected to be caused by susceptible bacteria. When culture and susceptibility information are available, they should be considered in selecting or modifying antibacterial therapy. In the absence of such data, local epidemiology and susceptibility patterns may contribute to the empiric selection of therapy.","AEMCOLO is indicated for the treatment of travelers’ diarrhea (TD) caused by non-invasive strains of Escherichia coli in adults. Limitations of Use: AEMCOLO is not indicated in patients with diarrhea complicated by fever or bloody stool or due to pathogens other than noninvasive strains of Escherichia coli. Usage: To reduce the development of drug-resistant bacteria and maintain the effectiveness of AEMCOLO and other antibacterial drugs, AEMCOLO should be used only to treat or prevent infections that are proven or strongly suspected to be caused by susceptible bacteria. When culture and susceptibility information are available, they should be considered in selecting or modifying antibacterial therapy. In the absence of such data, local epidemiology and susceptibility patterns may contribute to the empiric selection of therapy.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Cosmo Technologies","Oral"
"2018","2018-11-20","Gamifant","emapalumab-lzsg","BLA761107","BLA novel biologic","BLA novel biologic","Biologic (BLA)","","Novimmune","Injection","Injectable","Priority","No","Yes","No","Yes","","GAMIFANT is indicated for the treatment of adult and pediatric (newborn and older) patients with primary hemophagocytic lymphohistiocytosis (HLH) with refractory, recurrent or progressive disease or intolerance with conventional HLH therapy.","GAMIFANT is indicated for the treatment of adult and pediatric (newborn and older) patients with primary hemophagocytic lymphohistiocytosis (HLH) with refractory, recurrent or progressive disease or intolerance with conventional HLH therapy.","FDA compilation: Approved Use(s)","Interferon gamma Antagonists [MoA]","Interferon gamma Blocker [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Novimmune S.A.","Injection"
"2018","2018-11-21","Daurismo","glasdegib","NDA210656","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Pfizer","Oral","Tablet","Priority","No","No","No","Yes","","DAURISMO is indicated, in combination with low-dose cytarabine, for the treatment of newly-diagnosed acute myeloid leukemia (AML) in adult patients who are >75 years old or who have comorbidities that preclude use of intensive induction chemotherapy._x000D_ Limitation of Use: DAURISMO has not been studied in patients with the comorbidities of severe renal impairment or moderate-to-severe hepatic impairment.","DAURISMO is indicated, in combination with low-dose cytarabine, for the treatment of newly-diagnosed acute myeloid leukemia (AML) in adult patients who are >75 years old or who have comorbidities that preclude use of intensive induction chemotherapy._x000D_ Limitation of Use: DAURISMO has not been studied in patients with the comorbidities of severe renal impairment or moderate-to-severe hepatic impairment.","FDA compilation: Approved Use(s)","Smoothened Receptor Antagonists [MoA]","Hedgehog Pathway Inhibitor [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Pfizer","Oral"
"2018","2018-11-26","Vitrakvi","larotrectinib","NDA210861","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Loxo Oncology","Oral","Capsule","Priority","Yes","Yes","No","Yes","","VITRAKVI is indicated for the treatment of adult and pediatric patients with solid tumors that: - have a neurotrophic receptor tyrosine kinase (NTRK) gene fusion without a known acquired resistance mutation, - are metastatic or where surgical resection is likely to result in severe morbidity, and - have no satisfactory alternative treatments or that have progressed following treatment. This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.","VITRAKVI is indicated for the treatment of adult and pediatric patients with solid tumors that: - have a neurotrophic receptor tyrosine kinase (NTRK) gene fusion without a known acquired resistance mutation, - are metastatic or where surgical resection is likely to result in severe morbidity, and - have no satisfactory alternative treatments or that have progressed following treatment. This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.","FDA compilation: Approved Use(s)","Tropomyosin Receptor Kinases Inhibitors [MoA]","Kinase Inhibitor [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Loxo Oncology","Oral"
"2018","2018-11-28","Firdapse","amifampridine","NDA208078","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Catalyst Pharmaceuticals","Oral","Tablet","Priority","No","Yes","No","Yes","","FIRDAPSE is indicated for the treatment of Lambert-Eaton myasthenic syndrome (LEMS) in adults.","FIRDAPSE is indicated for the treatment of Lambert-Eaton myasthenic syndrome (LEMS) in adults.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Catalyst Pharmaceuticals","Oral"
"2018","2018-11-28","Xospata","gilteritinib","NDA211349","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Astellas Pharma","Oral","Tablet","Priority","No","No","Yes","Yes","","XOSPATA is indicated for the treatment of adult patients who have relapsed or refractory acute myeloid leukemia (AML) with a FMS-like tyrosine kinase 3 (FLT3) mutation as detected by an FDA-approved test.","XOSPATA is indicated for the treatment of adult patients who have relapsed or refractory acute myeloid leukemia (AML) with a FMS-like tyrosine kinase 3 (FLT3) mutation as detected by an FDA-approved test.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Astellas Pharma","Oral"
"2018","2018-12-14","Motegrity","prucalopride","NDA210166","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Shire Development","Oral","Tablet","Standard","No","No","No","No","","MOTEGRITY is indicated for the treatment of chronic idiopathic constipation (CIC) in adults.","MOTEGRITY is indicated for the treatment of chronic idiopathic constipation (CIC) in adults.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Shire Development","Oral"
"2018","2018-12-20","Asparlas","calaspargase pegol-mknl","BLA761102","BLA novel biologic","BLA novel biologic","Biologic (BLA)","","Servier Pharmaceuticals","Injection","Injectable","Standard","No","No","No","Yes","","ASPARLAS is indicated as a component of a multi-agent chemotherapeutic regimen for the treatment of acute lymphoblastic leukemia in pediatric and young adult patients age 1 month to 21 years.","ASPARLAS is indicated as a component of a multi-agent chemotherapeutic regimen for the treatment of acute lymphoblastic leukemia in pediatric and young adult patients age 1 month to 21 years.","FDA compilation: Approved Use(s)","","Asparagine-specific Enzyme [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Servier Pharmaceuticals","Injection"
"2018","2018-12-21","Elzonris","tagraxofusp-erzs","BLA761116","BLA novel biologic","BLA novel biologic","Biologic (BLA)","","Stemline Therapeutics","Injection","Injectable","Priority","No","Yes","No","Yes","","ELZONRIS is a CD123-directed cytotoxin for the treatment of blastic plasmacytoid dendritic cell neoplasm (BPDCN) in adults and in pediatric patients 2 years and older.","ELZONRIS is a CD123-directed cytotoxin for the treatment of blastic plasmacytoid dendritic cell neoplasm (BPDCN) in adults and in pediatric patients 2 years and older.","FDA compilation: Approved Use(s)","CD123 Interactions [MoA]","CD123 Interaction [EPC]; Cytotoxin [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Stemline Therapeutics","Injection"
"2018","2018-12-21","Ultomiris","ravulizumab-cwvz","BLA761108","BLA novel biologic","BLA novel biologic","Biologic (BLA)","","Alexion Pharmaceuticals","Injection","Injectable","Priority (used priority review voucher)","No","No","No","Yes","","ULTOMIRIS is indicated for the treatment of adult patients with paroxysmal nocturnal hemoglobinuria (PNH).","ULTOMIRIS is indicated for the treatment of adult patients with paroxysmal nocturnal hemoglobinuria (PNH).","FDA compilation: Approved Use(s)","Complement Inhibitors [MoA]","Complement Inhibitor [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Alexion Pharmaceuticals","Injection"
"2019","2019-02-01","Jeuveau","prabotulinumtoxinA-xvfs","BLA761085","BLA novel biologic","BLA novel biologic","Biologic (BLA)","","Evolus","Injection","Injectable","Standard","No","No","No","No","","JEUVEAU is indicated for the temporary improvement in the appearance of moderate to severe glabellar lines associated with corrugator and/or procerus muscle activity in adult patients.","JEUVEAU is indicated for the temporary improvement in the appearance of moderate to severe glabellar lines associated with corrugator and/or procerus muscle activity in adult patients.","FDA compilation: Approved Use(s)","Acetylcholine Release Inhibitors [MoA]","Acetylcholine Release Inhibitor [EPC]; Neuromuscular Blocker [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Evolus","Injection"
"2019","2019-02-06","Cablivi","caplacizumab-yhdp","BLA761112","BLA novel biologic","BLA novel biologic","Biologic (BLA)","","Ablynx NV","Injection","Injectable","Priority","No","No","Yes","Yes","","CABLIVI is indicated for the treatment of adult patients with acquired thrombotic thrombocytopenic purpura (aTTP), in combination with plasma exchange and immunosuppressive therapy.","CABLIVI is indicated for the treatment of adult patients with acquired thrombotic thrombocytopenic purpura (aTTP), in combination with plasma exchange and immunosuppressive therapy.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Ablynx NV","Injection"
"2019","2019-02-13","Egaten","triclabendazole","NDA208711","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Novartis Pharmaceuticals","Oral","Tablet","Priority","No","No","Yes","Yes","","EGATEN is indicated for the treatment of fascioliasis in patients 6 years of age and older.","EGATEN is indicated for the treatment of fascioliasis in patients 6 years of age and older.","FDA compilation: Approved Use(s)","Cytochrome P450 1A2 Inhibitors [MoA]; Cytochrome P450 2A6 Inhibitors [MoA]; Cytochrome P450 2B6 Inhibitors [MoA]; Cytochrome P450 2C19 Inhibitors [MoA]; Cytochrome P450 2C8 Inhibitors [MoA]; Cytochrome P450 2C9 Inhibitors [MoA]; Cytochrome P450 2D6 Inhibitors [MoA]; Cytochrome P450 3A Inhibitors [MoA]","Anthelmintic [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Novartis Pharmaceuticals","Oral"
"2019","2019-03-19","Zulresso","brexanolone","NDA211371","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Sage Therapeutics","Intravenous","Solution","Priority","No","Yes","No","No","","ZULRESSO is indicated for the treatment of postpartum depression (PPD) in adults.","ZULRESSO is indicated for the treatment of postpartum depression (PPD) in adults.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Sage Therapeutics","Intravenous"
"2019","2019-03-20","Sunosi","solriamfetol","NDA211230","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Jazz Pharmaceuticals","Oral","Tablet","Standard","No","No","No","Yes (indication [A] only)","","SUNOSI is indicated to improve wakefulness in adult patients with excessive daytime sleepiness associated with [A] narcolepsy or [B] obstructive sleep apnea (OSA). Limitations of use: SUNOSI is not indicated to treat the underlying airway obstruction in OSA. Ensure that the underlying airway obstruction is treated (e.g., with continuous positive airway pressure (CPAP)) for at least one month prior to initiating SUNOSI for excessive daytime sleepiness. Modalities to treat the underlying airway obstruction should be continued during treatment with SUNOSI. SUNOSI is not a substitute for these modalities.","SUNOSI is indicated to improve wakefulness in adult patients with excessive daytime sleepiness associated with [A] narcolepsy or [B] obstructive sleep apnea (OSA). Limitations of use: SUNOSI is not indicated to treat the underlying airway obstruction in OSA. Ensure that the underlying airway obstruction is treated (e.g., with continuous positive airway pressure (CPAP)) for at least one month prior to initiating SUNOSI for excessive daytime sleepiness. Modalities to treat the underlying airway obstruction should be continued during treatment with SUNOSI. SUNOSI is not a substitute for these modalities.","FDA compilation: Approved Use(s)","Dopamine Uptake Inhibitors [MoA]; Norepinephrine Uptake Inhibitors [MoA]","Dopamine and Norepinephrine Reuptake Inhibitor [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Jazz Pharmaceuticals","Oral"
"2019","2019-03-26","Mayzent","siponimod","NDA209884","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Novartis Pharmaceuticals","Oral","Tablet","Priority (used priority review voucher)","No","No","No","No","","MAYZENT is indicated for the treatment of relapsing forms of multiple sclerosis (MS), to include clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease, in adults.","MAYZENT is indicated for the treatment of relapsing forms of multiple sclerosis (MS), to include clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease, in adults.","FDA compilation: Approved Use(s)","Sphingosine 1-Phosphate Receptor Modulators [MoA]","Sphingosine 1-phosphate Receptor Modulator [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Novartis Pharmaceuticals","Oral"
"2019","2019-04-09","Evenity","romosozumab-aqqg","BLA761062","BLA novel biologic","BLA novel biologic","Biologic (BLA)","","Amgen","Injection","Injectable","Standard","No","No","No","No","","EVENITY is indicated for the treatment of osteoporosis in postmenopausal women at high risk for fracture, defined as a history of osteoporotic fracture, or multiple risk factors for fracture; or patients who have failed or are intolerant to other available osteoporosis therapy. Limitations of Use: The anabolic effect of EVENITY wanes after 12 monthly doses of therapy. Therefore, the duration of EVENITY use should be limited to 12 monthly doses. If osteoporosis therapy remains warranted, continued therapy with an anti-resorptive agent should be considered.","EVENITY is indicated for the treatment of osteoporosis in postmenopausal women at high risk for fracture, defined as a history of osteoporotic fracture, or multiple risk factors for fracture; or patients who have failed or are intolerant to other available osteoporosis therapy. Limitations of Use: The anabolic effect of EVENITY wanes after 12 monthly doses of therapy. Therefore, the duration of EVENITY use should be limited to 12 monthly doses. If osteoporosis therapy remains warranted, continued therapy with an anti-resorptive agent should be considered.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Amgen","Injection"
"2019","2019-04-12","Balversa","erdafitinib","NDA212018","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Janssen","Oral","Tablet","Priority","Yes","Yes","No","No","","BALVERSA is indicated for the treatment of adult patients with locally advanced or metastatic urothelial carcinoma (mUC), that has: - susceptible FGFR3 or FGFR2 genetic alterations, and - progressed during or following at least one line of prior platinum-containing chemotherapy, including within 12 months of neoadjuvant or adjuvant platinum-containing chemotherapy. Select patients for therapy based on an FDA-approved companion diagnostic for BALVERSA. This indication is approved under accelerated approval based on tumor response rate. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.","BALVERSA is indicated for the treatment of adult patients with locally advanced or metastatic urothelial carcinoma (mUC), that has: - susceptible FGFR3 or FGFR2 genetic alterations, and - progressed during or following at least one line of prior platinum-containing chemotherapy, including within 12 months of neoadjuvant or adjuvant platinum-containing chemotherapy. Select patients for therapy based on an FDA-approved companion diagnostic for BALVERSA. This indication is approved under accelerated approval based on tumor response rate. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.","FDA compilation: Approved Use(s)","Cytochrome P450 3A4 Inducers [MoA]; Cytochrome P450 3A4 Inhibitors [MoA]; Fibroblast Growth Factor Receptor Inhibitors [MoA]; Organic Cation Transporter 2 Inhibitors [MoA]; P-Glycoprotein Inhibitors [MoA]","Kinase Inhibitor [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Janssen Biotech","Oral"
